['TIL-103D', '17:40', '19:00', 'Monday']
['TIL-254', '12:10', '13:30', 'Wednesday']
['TIL-254', '14:00', '15:20', 'Friday']
['ABE-2225', '12:10', '13:30', 'Monday']
['ABE-2225', '12:10', '13:30', 'Thursday']
['TIL-209', '19:30', '22:30', 'Monday']
['BE-213', '17:40', '20:40', 'Thursday']
['TIL-232', '08:30', '09:50', 'Tuesday']
['TIL-232', '08:30', '09:50', 'Friday']
['NH-B130', '08:30', '11:30', 'Thursday']
['NH-B130', '12:10', '15:10', 'Thursday']
['NH-B130', '12:10', '13:30', 'Monday']
['NH-B130', '08:30', '11:30', 'Tuesday']
['BRR-1095', '08:30', '09:50', 'Tuesday']
['BRR-1095', '08:30', '09:50', 'Friday']
['NH-B137', '19:30', '22:30', 'Monday']
['NH-B137', '08:30', '11:30', 'Tuesday']
['NH-B137', '14:00', '17:00', 'Tuesday']
['NH-B137', '19:30', '22:30', 'Tuesday']
['NH-B137', '08:30', '11:30', 'Wednesday']
['NH-B137', '14:00', '17:00', 'Wednesday']
['NH-B137', '19:30', '22:30', 'Wednesday']
['NH-B137', '08:30', '11:30', 'Thursday']
['NH-B137', '14:00', '17:00', 'Thursday']
['NH-B137', '19:30', '22:30', 'Thursday']
['NH-B137', '08:30', '11:30', 'Friday']
['NH-D406', '12:00', '15:00', 'Wednesday']
['SEC-118', '12:10', '13:30', 'Monday']
['SEC-118', '12:10', '13:30', 'Thursday']
['NH-B228', '12:10', '13:30', 'Monday']
['NH-B228', '12:10', '13:30', 'Thursday']
['TIL-242', '12:10', '13:30', 'Wednesday']
['TIL-242', '14:00', '15:20', 'Friday']
['NH-B417', '14:00', '15:20', 'Tuesday']
['NH-B417', '14:00', '15:20', 'Thursday']
['EN-B120', '10:20', '11:40', 'Tuesday']
['EN-B120', '10:20', '11:40', 'Friday']
['NH-B130', '08:30', '11:30', 'Wednesday']
['NH-B130', '14:00', '17:00', 'Wednesday']
['NH-D406', '14:00', '15:20', 'Tuesday']
['NH-D406', '14:00', '15:20', 'Thursday']
['SEC-117', '15:50', '17:10', 'Tuesday']
['SEC-117', '15:50', '17:10', 'Thursday']
['FS-105', '10:20', '11:40', 'Tuesday']
['FS-105', '10:20', '11:40', 'Friday']
['ABE-4225', '15:50', '17:10', 'Monday']
['ABE-4225', '15:50', '17:10', 'Wednesday']
['ABE-4225', '08:30', '09:50', 'Monday']
['ABE-4225', '08:30', '09:50', 'Thursday']
['ARC-103', '10:20', '11:40', 'Monday']
['ARC-103', '10:20', '11:40', 'Thursday']
['ARC-103', '15:50', '17:10', 'Tuesday']
['ARC-103', '15:50', '17:10', 'Thursday']
['LSH-A102', '19:30', '20:50', 'Tuesday']
['LSH-A102', '19:30', '20:50', 'Thursday']
['LSH-B115', '17:55', '18:50', 'Monday']
['TIL-253', '16:05', '17:00', 'Tuesday']
['LSH-B117', '17:55', '18:50', 'Wednesday']
['BE-250', '14:15', '15:10', 'Thursday']
['FOR-138A', '10:35', '11:30', 'Tuesday']
['WL-126', '10:20', '11:40', 'Wednesday']
['HCK-138', '19:30', '20:50', 'Tuesday']
['HCK-138', '19:30', '20:50', 'Thursday']
['ARH-100', '16:05', '17:00', 'Monday']
['FOR-138A', '14:15', '15:10', 'Tuesday']
['RAB-206', '16:05', '17:00', 'Wednesday']
['RAB-206', '12:25', '13:20', 'Thursday']
['FOR-138A', '16:05', '17:00', 'Friday']
['WL-126', '12:10', '13:30', 'Wednesday']
['BE-100', '14:15', '15:10', 'Monday']
['BE-100', '14:15', '15:10', 'Wednesday']
['BE-100', '14:15', '15:10', 'Friday']
['LSH-B115', '10:35', '11:30', 'Monday']
['BE-250', '10:35', '11:30', 'Wednesday']
['BE-101', '16:05', '17:00', 'Thursday']
['HCK-138', '10:20', '11:40', 'Tuesday']
['HCK-138', '10:20', '11:40', 'Friday']
['FOR-138A', '10:35', '11:30', 'Wednesday']
['ARH-100', '14:15', '15:10', 'Monday']
['FOR-138A', '08:45', '09:40', 'Monday']
['ARH-100', '17:55', '18:50', 'Monday']
['FOR-138A', '12:25', '13:20', 'Tuesday']
['FOR-138A', '16:05', '17:00', 'Wednesday']
['FOR-138A', '14:15', '15:10', 'Wednesday']
['HCK-138', '10:35', '11:30', 'Monday']
['HCK-138', '10:35', '11:30', 'Wednesday']
['HCK-138', '10:35', '11:30', 'Thursday']
['HCK-202', '10:35', '11:30', 'Tuesday']
['RAB-104', '14:15', '15:10', 'Thursday']
['HCK-130', '12:25', '13:20', 'Friday']
['BE-100', '19:30', '20:50', 'Monday']
['BE-100', '19:30', '20:50', 'Wednesday']
['BE-121', '16:05', '17:00', 'Monday']
['BE-121', '16:05', '17:00', 'Tuesday']
['BE-003', '12:25', '13:20', 'Wednesday']
['BE-101', '16:05', '17:00', 'Friday']
['ABE-4400', '12:10', '13:30', 'Tuesday']
['ABE-4400', '14:00', '15:20', 'Tuesday']
['ABW-1170', '10:20', '11:40', 'Monday']
['ABW-1170', '10:20', '11:40', 'Thursday']
['SEC-202', '12:25', '13:20', 'Thursday']
['SEC-207', '14:15', '15:10', 'Thursday']
['ARC-206', '16:05', '17:00', 'Thursday']
['ABE-4225', '10:20', '11:40', 'Monday']
['ABE-4225', '10:20', '11:40', 'Wednesday']
['ABE-4225', '10:20', '11:40', 'Thursday']
['CCB-1209', '14:15', '15:10', 'Tuesday']
['CCB-1209', '14:15', '15:10', 'Thursday']
['HSB-206', '16:05', '17:00', 'Tuesday']
['HSB-206', '16:05', '17:00', 'Thursday']
['BE-050', '10:20', '13:20', 'Monday']
['BE-051', '10:20', '13:20', 'Monday']
['BE-052', '10:20', '13:20', 'Monday']
['BE-053', '10:20', '13:20', 'Monday']
['BE-152', '10:20', '13:20', 'Monday']
['BE-153', '10:20', '13:20', 'Monday']
['BE-050', '14:00', '17:00', 'Monday']
['BE-051', '14:00', '17:00', 'Monday']
['BE-052', '14:00', '17:00', 'Monday']
['BE-053', '14:00', '17:00', 'Monday']
['BE-152', '14:00', '17:00', 'Monday']
['BE-153', '14:00', '17:00', 'Monday']
['BE-050', '10:20', '13:20', 'Tuesday']
['BE-051', '10:20', '13:20', 'Tuesday']
['BE-052', '10:20', '13:20', 'Tuesday']
['BE-053', '10:20', '13:20', 'Tuesday']
['BE-152', '10:20', '13:20', 'Tuesday']
['BE-153', '10:20', '13:20', 'Tuesday']
['BE-050', '14:00', '17:00', 'Tuesday']
['BE-051', '14:00', '17:00', 'Tuesday']
['BE-052', '14:00', '17:00', 'Tuesday']
['BE-053', '14:00', '17:00', 'Tuesday']
['BE-152', '14:00', '17:00', 'Tuesday']
['BE-153', '14:00', '17:00', 'Tuesday']
['BE-050', '10:20', '13:20', 'Wednesday']
['BE-051', '10:20', '13:20', 'Wednesday']
['BE-052', '10:20', '13:20', 'Wednesday']
['BE-053', '10:20', '13:20', 'Wednesday']
['BE-152', '10:20', '13:20', 'Wednesday']
['BE-153', '10:20', '13:20', 'Wednesday']
['BE-050', '14:00', '17:00', 'Wednesday']
['BE-051', '14:00', '17:00', 'Wednesday']
['BE-052', '14:00', '17:00', 'Wednesday']
['BE-053', '14:00', '17:00', 'Wednesday']
['BE-152', '14:00', '17:00', 'Wednesday']
['BE-153', '14:00', '17:00', 'Wednesday']
['BE-050', '10:20', '13:20', 'Thursday']
['BE-051', '10:20', '13:20', 'Thursday']
['BE-052', '10:20', '13:20', 'Thursday']
['BE-053', '10:20', '13:20', 'Thursday']
['BE-152', '10:20', '13:20', 'Thursday']
['BE-153', '10:20', '13:20', 'Thursday']
['BE-050', '10:20', '13:20', 'Friday']
['BE-051', '10:20', '13:20', 'Friday']
['BE-052', '10:20', '13:20', 'Friday']
['BE-053', '10:20', '13:20', 'Friday']
['BE-152', '10:20', '13:20', 'Friday']
['BE-153', '10:20', '13:20', 'Friday']
['BE-151', '10:20', '13:20', 'Monday']
['BE-151', '14:00', '17:00', 'Tuesday']
['BE-151', '10:20', '13:20', 'Wednesday']
['CDL-103', '14:00', '15:20', 'Tuesday']
['CDL-103', '14:00', '15:20', 'Thursday']
['ARC-206', '19:30', '20:50', 'Monday']
['WL-186', '09:00', '13:40', 'Tuesday']
['WL-186', '09:00', '13:40', 'Wednesday']
['WL-186', '18:00', '22:40', 'Wednesday']
['HCK-138', '08:30', '09:50', 'Monday']
['HCK-138', '08:30', '09:50', 'Thursday']
['HCK-214', '14:15', '15:10', 'Thursday']
['HCK-119', '12:25', '13:20', 'Thursday']
['HCK-119', '12:25', '13:20', 'Friday']
['HCK-119', '14:15', '15:10', 'Friday']
['HCK-119', '10:35', '11:30', 'Friday']
['HCK-119', '12:25', '13:20', 'Monday']
['HCK-119', '14:15', '15:10', 'Monday']
['HCK-214', '10:35', '11:30', 'Thursday']
['CCB-1303', '15:50', '17:10', 'Monday']
['CCB-1303', '15:50', '17:10', 'Wednesday']
['CCB-1209', '10:35', '11:30', 'Monday']
['CCB-1209', '14:15', '15:10', 'Wednesday']
['CCB-1209', '12:25', '13:20', 'Thursday']
['ARC-103', '15:50', '17:10', 'Monday']
['ARC-103', '15:50', '17:10', 'Wednesday']
['SEC-202', '14:15', '15:10', 'Monday']
['CCB-1303', '17:55', '18:50', 'Monday']
['CCB-1303', '17:55', '18:50', 'Thursday']
['SEC-202', '10:35', '11:30', 'Friday']
['CCB-1209', '12:25', '13:20', 'Monday']
['CCB-1203', '17:55', '18:50', 'Wednesday']
['HLL-116', '12:25', '13:20', 'Wednesday']
['LOR-022', '12:10', '13:30', 'Monday']
['LOR-022', '12:10', '13:30', 'Thursday']
['RAB-204', '14:15', '15:10', 'Thursday']
['HCK-205', '08:45', '09:40', 'Friday']
['RAB-206', '10:35', '11:30', 'Friday']
['FOR-138A', '16:05', '17:00', 'Monday']
['SEC-111', '17:40', '19:00', 'Tuesday']
['SEC-111', '17:40', '19:00', 'Thursday']
['CCB-1203', '16:05', '17:00', 'Wednesday']
['CCB-1209', '19:45', '20:40', 'Tuesday']
['CCB-1303', '16:05', '17:00', 'Thursday']
['CCB-1209', '16:05', '17:00', 'Tuesday']
['SEC-205', '16:05', '17:00', 'Thursday']
['SEC-209', '15:50', '17:10', 'Tuesday']
['WL-331A', '13:00', '17:20', 'Wednesday']
['WL-331A', '18:00', '22:20', 'Wednesday']
['WL-331A', '13:00', '17:20', 'Thursday']
['WL-331A', '13:00', '17:20', 'Friday']
['WL-331A', '18:00', '22:20', 'Tuesday']
['HCK-138', '08:45', '09:40', 'Wednesday']
['HSB-103', '13:00', '17:00', 'Monday']
['HSB-108', '13:00', '17:00', 'Monday']
['HSB-103', '08:00', '12:00', 'Tuesday']
['HSB-108', '08:00', '12:00', 'Tuesday']
['HSB-103', '13:00', '17:00', 'Tuesday']
['HSB-108', '13:00', '17:00', 'Tuesday']
['HSB-108', '13:00', '17:00', 'Wednesday']
['HSB-103', '13:00', '17:00', 'Wednesday']
['HSB-108', '08:00', '12:00', 'Thursday']
['HSB-103', '13:00', '17:00', 'Thursday']
['HSB-108', '13:00', '17:00', 'Thursday']
['HSB-108', '08:00', '12:00', 'Friday']
['HSB-103', '08:00', '12:00', 'Friday']
['HSB-108', '13:00', '17:00', 'Friday']
['HSB-103', '13:00', '17:00', 'Friday']
['ARC-103', '14:15', '15:10', 'Wednesday']
['WL-331B', '13:00', '17:00', 'Monday']
['WL-331A', '13:00', '17:00', 'Tuesday']
['WL-331A', '08:00', '12:00', 'Wednesday']
['WL-331B', '08:00', '12:00', 'Wednesday']
['WL-331A', '08:00', '12:00', 'Thursday']
['WL-331B', '08:00', '12:00', 'Thursday']
['WL-331B', '13:00', '17:00', 'Thursday']
['WL-331A', '08:00', '12:00', 'Friday']
['WL-331B', '08:00', '12:00', 'Friday']
['WL-331B', '13:00', '17:00', 'Friday']
['WL-331B', '13:00', '17:00', 'Tuesday']
['WL-331B', '18:00', '22:00', 'Monday']
['WL-331B', '18:00', '22:00', 'Wednesday']
['WL-331A', '08:00', '12:00', 'Tuesday']
['WL-331B', '08:00', '12:00', 'Tuesday']
['WL-331A', '13:00', '17:00', 'Monday']
['WL-331A', '18:00', '22:00', 'Monday']
['CCB-1303', '14:00', '15:20', 'Monday']
['CCB-1303', '14:00', '15:20', 'Wednesday']
['CCB-1209', '16:05', '17:00', 'Wednesday']
['CCB-1209', '16:05', '17:00', 'Monday']
['CCB-1209', '12:25', '13:20', 'Wednesday']
['SEC-203', '08:30', '09:50', 'Monday']
['SEC-203', '08:30', '09:50', 'Thursday']
['CCB-1209', '10:35', '11:30', 'Wednesday']
['SEC-212', '10:20', '11:40', 'Monday']
['WL-165', '17:40', '20:40', 'Tuesday']
['WL-165', '12:10', '15:10', 'Thursday']
['SEC-212', '15:50', '17:10', 'Monday']
['SEC-212', '15:50', '17:10', 'Wednesday']
['ARC-333', '12:10', '13:30', 'Monday']
['WL-165', '13:00', '17:00', 'Wednesday']
['BRR-4071', '08:30', '09:50', 'Tuesday']
['BRR-4071', '08:30', '09:50', 'Friday']
['TIL-226', '14:00', '15:20', 'Tuesday']
['TIL-226', '14:00', '15:20', 'Thursday']
['CCB-1203', '10:20', '11:40', 'Monday']
['CCB-1203', '10:20', '11:40', 'Thursday']
['SEC-203', '12:10', '13:30', 'Monday']
['SEC-203', '12:10', '13:30', 'Thursday']
['SEC-220', '14:00', '15:20', 'Monday']
['SEC-220', '14:00', '15:20', 'Wednesday']
['CCB-1303', '10:20', '11:40', 'Monday']
['CCB-1303', '10:20', '11:40', 'Thursday']
['BE-013', '17:40', '20:40', 'Wednesday']
['CBM-010', '08:30', '11:30', 'Tuesday']
['ARC-212', '12:10', '15:10', 'Wednesday']
['SPR-309', '10:20', '11:40', 'Monday']
['SPR-309', '10:20', '11:40', 'Thursday']
['SC-116', '12:10', '13:30', 'Monday']
['SC-116', '12:10', '13:30', 'Wednesday']
['SC-116', '12:10', '13:30', 'Thursday']
['CA-A1', '14:00', '15:20', 'Monday']
['CA-A1', '14:00', '15:20', 'Wednesday']
['HH-B3', '19:30', '21:30', 'Thursday']
['HH-B3', '19:30', '21:30', 'Wednesday']
['SC-206', '17:40', '19:00', 'Tuesday']
['SC-206', '17:40', '19:00', 'Thursday']
['SC-120', '15:50', '17:10', 'Monday']
['SC-120', '15:50', '17:10', 'Wednesday']
['MU-111', '15:50', '17:10', 'Tuesday']
['MU-111', '15:50', '17:10', 'Thursday']
['SC-119', '10:20', '11:40', 'Monday']
['SC-119', '10:20', '11:40', 'Wednesday']
['SC-119', '10:20', '11:40', 'Thursday']
['SPR-309', '12:10', '13:30', 'Monday']
['SPR-309', '12:10', '13:30', 'Thursday']
['HH-B5', '17:40', '19:00', 'Monday']
['HH-B5', '17:40', '19:00', 'Wednesday']
['SC-104', '17:40', '20:40', 'Monday']
['HC-N106', '17:40', '19:00', 'Tuesday']
['HC-N106', '17:40', '19:00', 'Thursday']
['HH-B2', '15:50', '17:10', 'Monday']
['HH-B2', '15:50', '17:10', 'Wednesday']
['HH-B2', '17:40', '19:00', 'Monday']
['HH-B2', '17:40', '19:00', 'Wednesday']
['MU-301', '14:00', '15:20', 'Monday']
['MU-301', '14:00', '15:20', 'Wednesday']
['MU-301', '17:40', '20:40', 'Monday']
['ABW-4140', '14:00', '15:20', 'Tuesday']
['ABW-4140', '14:00', '15:20', 'Thursday']
['MU-301', '10:20', '11:40', 'Monday']
['MU-301', '10:20', '11:40', 'Thursday']
['MU-301', '17:40', '20:40', 'Tuesday']
['ABE-1180', '10:20', '11:40', 'Tuesday']
['ABE-1180', '10:20', '11:40', 'Friday']
['MI-100', '17:40', '20:40', 'Thursday']
['ABW-4140', '12:10', '13:30', 'Monday']
['ABW-4140', '12:10', '13:30', 'Thursday']
['HH-B2', '12:10', '13:30', 'Monday']
['HH-B2', '12:10', '13:30', 'Thursday']
['ABW-4140', '15:50', '17:10', 'Monday']
['ABW-4140', '15:50', '17:10', 'Wednesday']
['HH-A1', '15:50', '17:10', 'Monday']
['HH-A1', '15:50', '17:10', 'Wednesday']
['ABW-4140', '10:20', '11:40', 'Monday']
['ABW-4140', '10:20', '11:40', 'Thursday']
['ABW-4140', '17:40', '20:40', 'Wednesday']
['VD-211', '15:50', '17:10', 'Monday']
['VD-211', '15:50', '17:10', 'Wednesday']
['LSH-A121', '12:25', '13:20', 'Tuesday']
['LSH-B110', '10:35', '11:30', 'Tuesday']
['TIL-103B', '12:25', '13:20', 'Wednesday']
['LSH-B110', '10:35', '11:30', 'Wednesday']
['BE-101', '10:35', '11:30', 'Thursday']
['BE-121', '08:45', '09:40', 'Friday']
['BE-011', '10:35', '11:30', 'Friday']
['BE-111', '12:25', '13:20', 'Thursday']
['MU-208', '15:50', '17:10', 'Tuesday']
['MU-208', '15:50', '17:10', 'Thursday']
['MU-111', '10:35', '11:30', 'Friday']
['MU-111', '10:35', '11:30', 'Wednesday']
['TIL-207', '08:30', '09:50', 'Tuesday']
['TIL-207', '08:30', '09:50', 'Friday']
['SEC-208', '15:50', '18:50', 'Tuesday']
['TIL-226', '12:10', '13:30', 'Tuesday']
['TIL-226', '12:10', '13:30', 'Friday']
['TIL-251', '12:25', '13:20', 'Wednesday']
['TIL-103B', '10:35', '11:30', 'Wednesday']
['BE-121', '08:45', '09:40', 'Monday']
['BE-121', '10:35', '11:30', 'Monday']
['ARC-207', '15:50', '17:10', 'Tuesday']
['ARC-207', '15:50', '17:10', 'Thursday']
['TIL-103D', '10:20', '11:40', 'Tuesday']
['TIL-103D', '10:20', '11:40', 'Friday']
['MU-208', '12:10', '13:30', 'Monday']
['MU-208', '12:10', '13:30', 'Thursday']
['TIL-224', '08:30', '09:50', 'Tuesday']
['TIL-224', '08:30', '09:50', 'Friday']
['SEC-210', '17:40', '19:00', 'Tuesday']
['SEC-210', '17:40', '19:00', 'Thursday']
['ARC-207', '08:30', '09:50', 'Monday']
['ARC-207', '08:30', '09:50', 'Thursday']
['TIL-264', '10:20', '13:20', 'Wednesday']
['MU-301', '15:50', '17:10', 'Tuesday']
['MU-301', '15:50', '17:10', 'Thursday']
['CI-201', '15:50', '17:10', 'Tuesday']
['CI-201', '15:50', '17:10', 'Thursday']
['VD-211', '14:00', '15:20', 'Tuesday']
['VD-211', '14:00', '15:20', 'Thursday']
['SC-135', '15:50', '17:10', 'Monday']
['SC-135', '15:50', '17:10', 'Wednesday']
['MI-100', '15:50', '17:10', 'Monday']
['MI-100', '15:50', '17:10', 'Wednesday']
['MU-114', '14:00', '15:20', 'Tuesday']
['MU-114', '14:00', '15:20', 'Thursday']
['MI-100', '08:30', '09:50', 'Monday']
['MI-100', '08:30', '09:50', 'Thursday']
['MU-211', '15:50', '17:10', 'Monday']
['MU-211', '15:50', '17:10', 'Wednesday']
['ED-025B', '10:20', '11:40', 'Monday']
['ED-025B', '10:20', '11:40', 'Thursday']
['MU-210', '10:20', '11:40', 'Monday']
['MU-210', '10:20', '11:40', 'Thursday']
['SC-219', '12:10', '13:30', 'Monday']
['SC-219', '12:10', '13:30', 'Thursday']
['CA-A2', '12:10', '13:30', 'Monday']
['CA-A2', '12:10', '13:30', 'Thursday']
['SC-203', '12:10', '13:30', 'Monday']
['SC-203', '12:10', '13:30', 'Thursday']
['SC-220', '15:50', '17:10', 'Monday']
['SC-220', '15:50', '17:10', 'Wednesday']
['SC-204', '14:00', '15:20', 'Tuesday']
['SC-204', '14:00', '15:20', 'Thursday']
['SC-103', '17:40', '19:00', 'Tuesday']
['SC-103', '17:40', '19:00', 'Thursday']
['HH-B6', '14:00', '15:20', 'Tuesday']
['HH-B6', '14:00', '15:20', 'Thursday']
['FH-B2', '14:00', '15:20', 'Tuesday']
['FH-B2', '14:00', '15:20', 'Thursday']
['MU-115', '15:50', '17:10', 'Tuesday']
['MU-115', '15:50', '17:10', 'Thursday']
['CA-A2', '12:10', '15:10', 'Wednesday']
['ABW-4052', '10:00', '13:00', 'Thursday']
['MU-114', '10:20', '13:20', 'Tuesday']
['SEC-202', '14:00', '15:20', 'Tuesday']
['SEC-202', '14:00', '15:20', 'Thursday']
['SEC-207', '17:55', '18:50', 'Thursday']
['EN-B120', '14:15', '15:10', 'Tuesday']
['EN-B120', '14:15', '15:10', 'Thursday']
['ARC-116', '12:25', '13:20', 'Wednesday']
['ARC-116', '19:45', '20:40', 'Wednesday']
['ARC-116', '17:55', '18:50', 'Wednesday']
['ARC-116', '10:35', '11:30', 'Thursday']
['ARC-116', '16:05', '17:00', 'Wednesday']
['ARC-116', '14:15', '15:10', 'Wednesday']
['ABW-2125', '17:40', '19:00', 'Tuesday']
['ABW-2125', '17:40', '19:00', 'Thursday']
['HLL-252', '10:35', '11:30', 'Tuesday']
['CI-203', '10:35', '11:30', 'Tuesday']
['HLL-248', '10:35', '11:30', 'Tuesday']
['BE-119', '10:35', '11:30', 'Tuesday']
['HLL-248', '12:25', '13:20', 'Tuesday']
['CI-203', '12:25', '13:20', 'Tuesday']
['HLL-252', '12:25', '13:20', 'Tuesday']
['ABW-2100', '12:25', '13:20', 'Tuesday']
['HLL-252', '10:35', '11:30', 'Thursday']
['ABW-1100', '10:35', '11:30', 'Thursday']
['HLL-248', '10:35', '11:30', 'Thursday']
['BE-119', '10:35', '11:30', 'Thursday']
['HLL-252', '12:25', '13:20', 'Thursday']
['ABW-1100', '12:25', '13:20', 'Thursday']
['BE-100', '17:40', '19:00', 'Monday']
['BE-100', '17:40', '19:00', 'Wednesday']
['HLL-252', '10:35', '11:30', 'Wednesday']
['TIL-123', '10:35', '11:30', 'Wednesday']
['HLL-248', '10:35', '11:30', 'Wednesday']
['LSH-A139', '10:35', '11:30', 'Wednesday']
['BE-119', '12:25', '13:20', 'Wednesday']
['TIL-123', '12:25', '13:20', 'Wednesday']
['HLL-252', '12:25', '13:20', 'Wednesday']
['TIL-125', '12:25', '13:20', 'Wednesday']
['ARC-206', '08:45', '09:40', 'Tuesday']
['TIL-103D', '08:45', '09:40', 'Tuesday']
['ARC-204', '08:45', '09:40', 'Tuesday']
['BE-119', '08:45', '09:40', 'Tuesday']
['ARC-205', '08:45', '09:40', 'Thursday']
['LSH-A139', '08:45', '09:40', 'Thursday']
['ABE-4225', '14:00', '15:20', 'Tuesday']
['ABE-4225', '14:00', '15:20', 'Thursday']
['HLL-252', '10:35', '11:30', 'Friday']
['BE-119', '10:35', '11:30', 'Friday']
['HLL-248', '10:35', '11:30', 'Friday']
['LSH-A139', '10:35', '11:30', 'Friday']
['HLL-248', '12:25', '13:20', 'Friday']
['LSH-A139', '12:25', '13:20', 'Friday']
['HLL-252', '12:25', '13:20', 'Friday']
['BE-119', '12:25', '13:20', 'Friday']
['ARC-108', '08:45', '09:40', 'Monday']
['BE-119', '08:45', '09:40', 'Monday']
['ARC-205', '08:45', '09:40', 'Monday']
['LSH-A139', '08:45', '09:40', 'Monday']
['LSH-A140', '08:45', '09:40', 'Monday']
['SEC-218', '08:45', '09:40', 'Monday']
['VD-211', '12:10', '13:30', 'Wednesday']
['VD-211', '14:00', '15:20', 'Friday']
['BE-119', '12:25', '13:20', 'Monday']
['HLL-248', '12:25', '13:20', 'Monday']
['LSH-B109', '12:25', '13:20', 'Monday']
['TIL-103D', '12:25', '13:20', 'Monday']
['LSH-A139', '08:45', '09:40', 'Wednesday']
['ARC-205', '08:45', '09:40', 'Wednesday']
['SEC-220', '08:45', '09:40', 'Wednesday']
['LSH-A140', '08:45', '09:40', 'Wednesday']
['ARC-207', '08:45', '09:40', 'Friday']
['BE-119', '08:45', '09:40', 'Friday']
['ARC-205', '08:45', '09:40', 'Friday']
['TIL-123', '08:45', '09:40', 'Friday']
['BE-100', '15:50', '17:10', 'Tuesday']
['BE-100', '15:50', '17:10', 'Thursday']
['LSH-A121', '12:25', '13:20', 'Wednesday']
['BE-101', '12:25', '13:20', 'Wednesday']
['BE-111', '12:25', '13:20', 'Wednesday']
['LSH-B109', '12:25', '13:20', 'Wednesday']
['LSH-B111', '17:55', '18:50', 'Wednesday']
['BE-011', '17:55', '18:50', 'Wednesday']
['TIL-207', '17:55', '18:50', 'Wednesday']
['BE-201', '17:55', '18:50', 'Wednesday']
['TIL-103D', '10:35', '11:30', 'Wednesday']
['BE-101', '10:35', '11:30', 'Wednesday']
['BE-011', '10:35', '11:30', 'Wednesday']
['BE-119', '19:45', '20:40', 'Wednesday']
['LSH-B111', '19:45', '20:40', 'Wednesday']
['LSH-B110', '19:45', '20:40', 'Wednesday']
['BE-011', '19:45', '20:40', 'Wednesday']
['BE-111', '19:45', '20:40', 'Wednesday']
['LSH-B121', '16:05', '17:00', 'Friday']
['LSH-A139', '16:05', '17:00', 'Friday']
['LSH-B123', '16:05', '17:00', 'Friday']
['LSH-A140', '16:05', '17:00', 'Friday']
['BE-119', '16:05', '17:00', 'Friday']
['HLL-114', '19:30', '20:50', 'Monday']
['HLL-114', '19:30', '20:50', 'Wednesday']
['TIL-207', '12:25', '13:20', 'Tuesday']
['BE-213', '12:25', '13:20', 'Tuesday']
['BE-219', '12:25', '13:20', 'Tuesday']
['BE-011', '12:25', '13:20', 'Tuesday']
['TIL-105', '12:25', '13:20', 'Tuesday']
['TIL-125', '19:45', '20:40', 'Thursday']
['TIL-127', '19:45', '20:40', 'Thursday']
['LSH-B205', '19:45', '20:40', 'Thursday']
['TIL-123', '19:45', '20:40', 'Thursday']
['LSH-B111', '19:45', '20:40', 'Thursday']
['TIL-125', '19:45', '20:40', 'Tuesday']
['TIL-123', '19:45', '20:40', 'Tuesday']
['TIL-127', '19:45', '20:40', 'Tuesday']
['LSH-B116', '19:45', '20:40', 'Tuesday']
['LSH-B205', '19:45', '20:40', 'Tuesday']
['BE-119', '17:55', '18:50', 'Tuesday']
['LSH-A140', '17:55', '18:50', 'Tuesday']
['LSH-B112', '17:55', '18:50', 'Tuesday']
['TIL-105', '17:55', '18:50', 'Tuesday']
['BE-213', '17:55', '18:50', 'Tuesday']
['BE-219', '17:55', '18:50', 'Tuesday']
['LSH-A102', '15:50', '17:10', 'Monday']
['LSH-A102', '15:50', '17:10', 'Wednesday']
['TIL-207', '10:35', '11:30', 'Tuesday']
['TIL-230', '10:35', '11:30', 'Tuesday']
['TIL-252', '10:35', '11:30', 'Tuesday']
['TIL-253', '10:35', '11:30', 'Tuesday']
['BE-219', '10:35', '11:30', 'Tuesday']
['LSH-B111', '19:45', '20:40', 'Tuesday']
['TIL-251', '19:45', '20:40', 'Tuesday']
['TIL-105', '19:45', '20:40', 'Tuesday']
['TIL-207', '19:45', '20:40', 'Tuesday']
['TIL-230', '19:45', '20:40', 'Tuesday']
['TIL-230', '19:45', '20:40', 'Thursday']
['TIL-252', '19:45', '20:40', 'Thursday']
['LSH-B105', '19:45', '20:40', 'Thursday']
['BE-003', '19:45', '20:40', 'Thursday']
['BE-011', '19:45', '20:40', 'Thursday']
